τρένο,"τρένο, το",,,
τρέχω,τρέχω,,,
τρία,τρία,,,
τριακόσιοι,"τριακόσιοι, -ες, -α",,,
τριάντα,τριάντα,,,
τριανταφυλλιά,"τριανταφυλλιά, η",,,
τριγυρνάω,τριγυρνάω,,,
τρίγωνο,"τρίγωνο, το",,,
Τρίτη,"Τρίτη, η",,,
τρίτος,"τρίτος, -η, -ο",,,
τρόπος,"τρόπος, ο",,,
τρόφιμα,"τρόφιμα, τα",,,
τρώω,τρώω,,,
τσάι,"τσάι, το",,,
τσάντα,"τσάντα, η",,,
τσάντα σχολική,"τσάντα σχολική, η",,,
Τσεχία,"Τσεχία, η",,,
τσιγάρο,"τσιγάρο, το",,,
τσίχλα,"τσίχλα, η",,,
τυρί,"τυρί, το",,,
τυχερός,"τυχερός, -ή, -ό",,,
τώρα,τώρα,,,
υγεία,"υγεία, η",,,
υγιεινός,"υγιεινός, -ή, -ό",,,
υλικό,"υλικό, το",,,
υπάρχει,υπάρχει,,,
υπάρχω,υπάρχω,,,
υπερωρία,"υπερωρία, η",,,
υπεύθυνος,"υπεύθυνος, -η, -ο",,,
υπηρεσία,"υπηρεσία, η",,,
ύπνος,"ύπνος, ο",,,
υπογραμμίζω,υπογραμμίζω,,,
υπογραμμισμένος,"υπογραμμισμένος, -η, -ο",,,
υπογραφή,"υπογραφή, η",,,
υπογράφω,υπογράφω,,,
υπόλοιπος,"υπόλοιπος, -η, -ο",,,
υπομονή,"υπομονή, η",,,
υπόσχομαι,υπόσχομαι,,,
υπουργείο,"υπουργείο, το",,,
υποψήφιος,"υποψήφιος, -α",,,
ύστερα,ύστερα,,,
ύψος,"ύψος, το",,,
φαγητό,"φαγητό, το",,,
φαίνομαι,φαίνομαι,,,
φάκελος,"φάκελος, ο",,,
φανέλα,"φανέλα, η",,,
φαξ,"φαξ, το",,,
φαρδύς,"φαρδύς́, -ύ",,,
φαρμακείο,"φαρμακείο, το",,,
φάρμακο,"φάρμακο, το",,,
φαρμακοποιός,"φαρμακοποιός, ο/η",,,
φασαρία,"φασαρία, η",,,
φασολάκι,"φασολάκι, το",,,
Φεβρουάριος,"Φεβρουάριος, ο",,,
φέρνω,φέρνω,,,
φέτα,"φέτα, η",,,
φέτος,φέτος,,,
φεύγω,φεύγω,,,
φήμη,"φήμη, η",,,
φθινόπωρο,"φθινόπωρο, το",,,
φθόγγος,"φθόγγος, ο",,,
φιλί,"φιλί, το",,,
φιλικά,φιλικά,,,
φιλικός,"φιλικός, -ή, -ό",,,
Φίλιππος,"Φίλιππος, ο",,,
φίλος,"φίλος/η, ο/η",,,
Φινλανδία,"Φινλανδία, η",,,
φινλανδικός,"φινλανδικός, -η, -ο",,,
Φινλανδός́,"Φινλανδός, -ή",,,
φοβάμαι,φοβάμαι,,,
φοιτητής,"φοιτητής/-τρια, ο/η",,,
φορά,"φορά, η",,,
φοράω,φοράω,,,
φόρεμα,"φόρεμα, το",,,
φόρμα,"φόρμα, η",,,
φορτίο,"φορτίο, το",,,
φούρναρης,"φούρναρης/-ισσα, ο/η",,,
φούρνος,"φούρνος, ο",,,
φούστα,"φούστα, η",,,
φράση,"φράση, η",,,
φρέσκος,"φρέσκος, -ο",,,
φροντιστήριο,φροντιστήριο,,,
φρούτο,"φρούτο, το",,,
φτάνω,φτάνω,,,
φτηνά,φτηνά,,,
φτηνός,"φτηνός, -ή, -ό",,,
φτιάχνω,φτιάχνω,,,
φύλλο,"φύλλο/α, το/τα",,,
φύλο,"φύλο, το",,,
Φυσάει,Φυσάει,,,
φύση,"φύση, η",,,
Φυσικά!,Φυσικά!,,,
φυσικός,"φυσικός, -ή, -ό",,,
φωνάζω,φωνάζω,,,
φωνή,"φωνή, η",,,
φως,"φως, το",,,
φωτογραφία,"φωτογραφία, η",,,
φωτογραφική μηχανή,"φωτογραφική μηχανή, η",,,
Ηawaii χαιρετάω,"Ηawaii χαιρετάω, -ώ",,,
χαιρετισμοί,"χαιρετισμοί/χαιρετίσματα, οι/τα",,,
χαίρομαι,χαίρομαι,,,
χαλαρώνω,χαλαρώνω,,,
χαλάω,χαλάω,,,
χάλια,χάλια,,,
Χαλκιδική,"Χαλκιδική, η",,,
χαμόγελο,"χαμόγελο, το",,,
Χανιά,"Χανιά, τα",,,
χάνω,χάνω,,,
χαρά,"χαρά, η",,,
χάρακας,"χάρακας, ο",,,
χαρακτήρας,"χαρακτήρας, ο",,,
χαρακτηρίζω,χαρακτηρίζω,,,
Χάρηκα που σας γνώρισα!,Χάρηκα που σας γνώρισα!,,,
χαρούμενος,"χαρούμενος, -η, -ο",,,
χάρτης,"χάρτης, ο",,,
χαρτί,"χαρτί, το",,,
χειμώνας,"χειμώνας, ο",,,
χειρονομία,"χειρονομία, η",,,
χειρούργος,"χειρούργος, ο/η",,,
χέρι,"χέρι, το",,,
χίλιοι,"χίλιοι, -ες, -α",,,
χιόνι,"χιόνι, το",,,
Χιονίζει,Χιονίζει,,,
Χίος,"Χίος, η",,,
χιλιόμετρο,"χλμ. (χιλιόμετρο), το",,,
χολ,"χολ, το",,,
χόμπι,"χόμπι, το",,,
χοντρός,"χοντρός, -ή, -ό",,,
χορεύω,χορεύω,,,
χορός,"χορός, ο",,,
χρειάζομαι,χρειάζομαι,,,
χρήματα,"χρήματα, τα",,,
χρήση,"χρήση, η",,,
χρησιμοποιώ,χρησιμοποιώ,,,
χρησιμότητα,"χρησιμότητα, η",,,
χρήστης,"χρήστης, ο",,,
Χριστούγεννα,"Χριστούγεννα, τα",,,
χριστουγεννιάτικο δέντρο,"χριστουγεννιάτικο δέντρο, το",,,
χρόνος,"χρόνος/χρονιά, o/η",,,
Πόσων χρονών είσαι;,Πόσων χρονών είσαι;,,,
χρώμα,"χρώμα, το",,,
χρωματιστός,"χρωματιστός, -ή, -ό",,,
χτες,χτες,,,
χτυπάω,"χτυπάω, -ώ",,,
χυμός,"χυμός, ο",,,
χώρα,"χώρα, η",,,
χωριάτικη σαλάτα,"χωριάτικη σαλάτα, η",,,
χωρίζω,χωρίζω,,,
χωριό,"χωριό, το",,,
χωρίς,χωρίς,,,
χώρος,"χώρος, ο",,,
ψάθα,"ψάθα, η",,,
ψαλίδι,"ψαλίδι, το",,,
ψαρεύω,ψαρεύω,,,
ψάρι,"ψάρι, το",,,
ψάχνω,ψάχνω,,,
ψέμα,"ψέμα, το",,,
ψηλά,ψηλά,,,
ψηλός,"ψηλός, -ή, -ό",,,
ψηφιακός,"ψηφιακός, -ή, -ό",,,
ψυγείο,"ψυγείο, το",,,
ψωμί,"ψωμί, το",,,
ψώνια,"ψώνια, τα",,,
ψωνίζω,ψωνίζω,,,
ώρα,"ώρα, η",,,
Η ώρα είναι τέσσερις,Η ώρα είναι τέσσερις,,,
Η ώρα είναι τεσσερισήμισι,Η ώρα είναι τεσσερισήμισι,,,
ωραίος,"ωραίος, -α, -ο",,,
ωραία,ωραία,,,
ωράριο,"ωράριο, το",,,
ως,ως,,,
ώστε,ώστε,,,
ωστόσο,ωστόσο,,,
αγνός,"αγν-ός, -ή, -ό",,,
άγριος,"άγρι-ος, -α, -ο",,,
αγωνία,"αγωνία, η",,,
άδειος,"άδει-ος, -α, -ο",,,
ΑΕΙ (Ανώτατο Εκπαιδευτικό Ίδρυμα),ΑΕΙ (Ανώτατο Εκπαιδευτικό Ίδρυμα),,,
αεροπορικό ταξίδι,"αεροπορικό ταξίδι, το",,,
Αθήνα,"Αθήνα, η",,,
άθλημα,"άθλημα, το",,,
αθλητικός,"αθλητικ-ός, -ή, -ό",,,
αθλητικά γεγονότα,"αθλητικά γεγονότα, τα",,,
αθλητικοί αγώνεςι,"αθλητικοί αγώνες, οι",,,
αίθουσα,"αίθουσα, η",,,
αισθηματικός,"αισθηματικ-ός, -ή, -ό",,,
άκρη,"άκρη, η",,,
Αλέξανδρος,"Αλέξανδρος, ο",,,
Αλέξανδρος Μέγας,"Αλέξανδρος, ο Μέγας",,,
αληθινά,αληθινά,,,
Αληθώς Ανέστη!,Αληθώς Ανέστη!,,,
αμύγδαλο,"αμύγδαλο, το",,,
Αννα,"Αννα, η",,,
ανακύκλωση,"ανακύκλωση, η",,,
ανάληψη χρημάτων,"ανάληψη χρημάτων, η",,,
ανάλογα,ανάλογα,,,
αναπαυτικά,αναπαυτικά,,,
αναπνοή,"αναπνοή, η",,,
ανατολικός,"ανατολικ-ός, -ή, -ό",,,
αναψυκτικό,"αναψυκτικό, το",,,
ανεβαίνει μια θεατρική παράσταση,ανεβαίνει μια θεατρική παράσταση,,,
ανιψιός,"ανιψιός, ο",,,
ανιψιά,"ανιψιά, η",,,
ανακατεμένος,"ανακατεμέν-ος, -η, -ο",,,
άνεμος,"άνεμος, ο",,,
άνεση,"άνεση, η",,,
αξεσουάρ,"αξεσουάρ, το",,,
αξιοθέατο,"αξιοθέατο, το",,,
ανοιχτός,"ανοιχτ-ός, -ή, -ό",,,
απαντάω,"απαντάω, -ώ",,,
απλό εισιτήριο,απλό εισιτήριο,,,
απλώνω,απλώνω,,,
από μέσα,από μέσα/έξω,,,
από τότε,από τότε,,,
απογευματινός,"απογευματιν-ός, -ή, -ό",,,
αποθήκη,"αποθήκη, η",,,
αποκτώ,αποκτώ,,,
Απόκριεςι,"Απόκριες, οι",,,
απορρυπαντικό,απορρυπαντικό,,,
αργός,"αργ-ός, -ή, -ό",,,
αρνητικά,αρνητικά,,,
αρνί,"αρνί, το",,,
αρχαία ελληνικά,"αρχαία ελληνικά, τα",,,
αρχαιότητα,"αρχαιότητα, η",,,
αρχιτέκτονας,"αρχιτέκτονας, ο/η",,,
ασθενής άνεμος,"ασθενής άνεμος, ο",,,
αστείος,"αστεί-ος, -α, -ο",,,
αστράφτω,αστράφτω,,,
αστράφτει,αστράφτει,,,
ασφάλεια,"ασφάλεια, η",,,
Εκπαιδευτικό ‘Ιδρυμα,"Εκπαιδευτικό ‘Ιδρυμα), τo",,,
ΑΤΜ (Αυτόματο Μηχάνημα Ανάλη),"ΑΤΜ (Αυτόματο Μηχάνημα Ανάλη- ψης Μετρητών), το",,,
ατυχία,"ατυχία, η",,,
αυτοί,"αυτ-οί, -ές, -ά",,,
αφετηρία,"αφετηρία, η",,,
αφετηρία λεωφορείου,"αφετηρία λεωφορείου, η",,,
ας,ας,,,
βάζω βάρος,βάζω βάρος,,,
βαμβάκι,"βαμβάκι, το",,,
βαρετός,"βαρετ-ός, -ή, -ό",,,
βασιλικός,"βασιλικός, ο",,,
βάφτιση,"βάφτιση, η",,,
βεβαιώνω,βεβαιώνω,,,
βιβλιάριο τράπεζας,"βιβλιάριο τράπεζας, το",,,
βιβλιοπωλείο,"βιβλιοπωλείο, το",,,
Βίκυ,"Βίκυ, η",,,
βιογραφικό,"βιογραφικό, το",,,
κάνω βόλτα,κάνω βόλτα,,,
βόρειος,"βόρει-ος, -α, -ο",,,
βράζω,βράζω,,,
βραστός,"βραστ-ός, -ή, -ό",,,
βρεφονηπιακός σταθμός,"βρεφονηπιακός σταθμός, ο",,,
βρέχει,βρέχει,,,
βρέχομαι,βρέχομαι,,,
βρίσκομαι,βρίσκομαι,,,
βρομιά,"βρομιά, η",,,
βρόμικος,"βρόμικ-ος, -η, -ο",,,
βυθός,"βυθός, ο",,,
γάζα,"γάζα, η",,,
γαλακτοκομικός,"γαλακτοκομικ-ός, -ή, -ό",,,
γαλλικός,"γαλλικ-ός, -ή, -ό",,,
γεια,γεια,,,
γεμάτος,"γεμάτ-ος, -η, -o",,,
Γεράσιμος,"Γεράσιμος, ο",,,
γερά,γερά,,,
γεύση,"γεύση, η",,,
γι' αυτό,γι' αυτό,,,
γιαλός,"γιαλός, ο",,,
γιορτάζω,γιορτάζω,,,
γκαράζ,"γκαράζ, το",,,
γλέντι,"γλέντι, το",,,
γνωριμία,"γνωριμία, η",,,
γοργός́́,"γοργ-ός, ή, -ό",,,
γρίπη,"γρίπη, η",,,
γυαλί,"γυαλί, το",,,
γυαλιά ηλίου,"γυαλιά ηλίου, τα",,,
γύρω,γύρω,,,
ΔΕΗ (Δημόσια Επιχείρηση Ηλεκτρισμού),ΔΕΗ (Δημόσια Επιχείρηση Ηλεκτρισμού),,,
ΔΕΠΑ (Δημόσια Επιχείρηση Αερίου ΑΕ),ΔΕΠΑ (Δημόσια Επιχείρηση Αερίου ΑΕ),,,
δερμάτινος,"δερμάτιν-ος, -η, -ο",,,
Δέσποινα,"Δέσποινα, η",,,
δηλαδή,δηλαδή,,,
Δημαρχείο,"Δημαρχείο, το",,,
δήμαρχος,"δήμαρχος, ο/η",,,
Δημήτριος,"Δημήτριος, ο",,,
δήμος,"δήμος, ο",,,
δημοτικός,"δημοτικ-ός, -ή, -ό",,,
δηλητηριάζω,δηλητηριάζω,,,
δηλητηρίαση,"δηλητηρίαση, η",,,
δηλώνω,δηλώνω,,,
διάβασμα,"διάβασμα, το",,,
διαδοχικός,"διαδοχικ-ός, -ή, -ό",,,
διαδοχικά,διαδοχικά,,,
διαδρομή,"διαδρομή, η",,,
διαδικασία,"διαδικασία, η",,,
διάθεση,"διάθεση, η",,,
δίαιτα,"δίαιτα, η",,,
πηγαίνω διακοπές,πηγαίνω διακοπές,,,
διάλειμμα,"διάλειμμα, το",,,
διαρκώ,διαρκώ,,,
διάσημος,"διάσημ-ος, -η, -ο",,,
διασκέδαση,"διασκέδαση, η",,,
διασκέδαση!,διασκέδαση!,,,
διάστημα,"διάστημα, το",,,
διαφημίζω,διαφημίζω,,,
διαφημιστικός,"διαφημιστικ-ός, -ή, -ό",,,
διαφορά,"διαφορά, η",,,
διάφορος,"διάφορ-ος, -η, -ο",,,
διαφωνώ,διαφωνώ,,,
δικηγόρος,"δικηγόρος, ο/η",,,
έψιλον εαυτός,"έψιλον εαυτός, ο",,,
εγγόνι,"εγγόνι, το",,,
εγγονός,"εγγονός, o",,,
εγγονή,"εγγονή, η",,,
εγκαίνια,"εγκαίνια, τα",,,
έγγραφο,"έγγραφο, το",,,
εγώ,εγώ,,,
εδώ γύρω,εδώ γύρω,,,
εδώ και πολύ καιρό,εδώ και πολύ καιρό,,,
έθιμο,"έθιμο, το",,,
εθνικότητα,"εθνικότητα, η",,,
ειδοποίηση,"ειδοποίηση, η",,,
εκτίμηση,"εκτίμηση, η",,,
ειδικός ειδικός,"ειδικός, o ειδικός, η",,,
ειδήσειςι,"ειδήσεις, οι",,,
είδος,"είδος, το",,,
είμαι,είμαι,,,
ειρήνη,"ειρήνη, η",,,
είσοδος,"είσοδος, η",,,
εισιτήριο,"εισιτήριο, το",,,
Να τα εκατοστίσεις!,Να τα εκατοστίσεις!,,,
εκδήλωση,"εκδήλωση, η",,,
εκδρομή,"εκδρομή, η",,,
εκπομπή,"εκπομπή, η",,,
εκείνη,εκείνη,,,
εκείνον,εκείνον,,,
εκκλησία,"εκκλησία, η",,,
έκπληξη,"έκπληξη, η",,,
εκπαίδευση,"εκπαίδευση, η",,,
έκπτωση,"έκπτωση, η",,,
εκπτώσειςι,"εκπτώσεις, οι",,,
ελαφρύς,"ελαφρύς́, -ύ",,,
Ελένη,"Ελένη, η",,,
Ελίνα,"Ελίνα, η",,,
ελπίζω,ελπίζω,,,
ΕΛΤΑ (Ελληνικά Ταχυδρομεία),ΕΛΤΑ (Ελληνικά Ταχυδρομεία),,,
Έλσα,"Έλσα, η",,,
ελαιόλαδο,"ελαιόλαδο, το",,,
ελεύθερος,"ελεύθερ-ος, -η, -ο",,,
ελεύθερος ελεύθερη,"ελεύθερος, ο ελεύθερη, η",,,
Ελευθερία,"Ελευθερία, η",,,
εμείς,εμείς,,,
εμένα,εμένα,,,
εμπορικό κέντρο,"εμπορικό κέντρο, το",,,
εμπειρία,"εμπειρία, η",,,
εμφάνιση,"εμφάνιση, η",,,
ενδιαφέρομαι,ενδιαφέρομαι,,,
ενδιαφέρον,"ενδιαφέρον, το",,,
ενδιαφέρων,"ενδιαφέρων, ο / ενδιαφέρουσα, η / ενδιαφέρον, το",,,
ενημερώνω,ενημερώνω,,,
ενθουσιάζω,ενθουσιάζω,,,
ενότητα,"ενότητα, η",,,
ενοίκιο,"ενοίκιο, το",,,
ενοικίαση,"ενοικίαση, η",,,
ενώνω,ενώνω,,,
εξετάσειςι,"εξετάσεις, οι",,,
εξηγώ,εξηγώ,,,
έξοδος,"έξοδος, η",,,
εξοχή,"εξοχή, η",,,
εξυπηρέτηση,"εξυπηρέτηση, η",,,
εξυπηρετώ,εξυπηρετώ,,,
έξω,έξω,,,
έξω από,έξω από,,,
εξωτερικό,"εξωτερικό, το",,,
επάγγελμα,"επάγγελμα, το",,,
επαγγελματικός,"επαγγελματικ-ός, -ή, -ό",,,
επαναλαμβάνω,επαναλαμβάνω,,,
επειδή,επειδή,,,
δικοί του,"δικ-οί, -ές, -ά του -ό / δικ-οί, -ές, -ά μας",,,
δικοί σας,"δικ-οί, -ές, -ά σας",,,
δίνομαι,δίνομαι,,,
ΔΟΥ (Δημόσια Οικονομική Υπηρεσία),ΔΟΥ (Δημόσια Οικονομική Υπηρεσία),,,
δουλειές σπιτιούι,"δουλειές σπιτιού, οι",,,
Δράμα,"Δράμα, η",,,
δραματικός,"δραματικ-ός, -ή, -ό",,,
δραματική ταινία,"δραματική ταινία, η",,,
δρομολόγιο,"δρομολόγιο, το",,,
δυάρι,"δυάρι, το",,,
δυνατότητα,"δυνατότητα, η",,,
δύο φορές,δύο φορές,,,
και οι δύο,και οι δύο,,,
δύσκολα,δύσκολα,,,
δυσκολία,"δυσκολία, η",,,
επικίνδυνος,"επικίνδυν-ος, -η, -ο",,,
επικοινωνώ,επικοινωνώ,,,
επικοινωνία,"επικοινωνία, η",,,
επίσημος,"επίσημ-ος, -η, -ο",,,
επίσημα,επίσημα,,,
επισκέπτομαι,επισκέπτομαι,,,
εισιτήριο με επιστροφή,εισιτήριο με επιστροφή,,,
επιτέλους,επιτέλους,,,
Καλή επιτυχία!,Καλή επιτυχία!,,,
επώνυμος,"επώνυμ-ος, -η, -ο",,,
έργο θεατρικό,"έργο θεατρικό, το",,,
εργοστάσιο,"εργοστάσιο, το",,,
ερωτηματολόγιο,"ερωτηματολόγιο, το",,,
εσένα,εσένα,,,
εταιρεία,"εταιρεία, η",,,
έτσι,έτσι,,,
ΕΥΑΘ (Εταιρεία Ύδρευσης και Αποχέτευσης Θεσσαλονίκης),ΕΥΑΘ (Εταιρεία Ύδρευσης και Αποχέτευσης Θεσσαλονίκης),,,
Ύδρευσης και Αποχέ- τευσης Πρωτεύουσας,Ύδρευσης και Αποχέ- τευσης Πρωτεύουσας),,,
εύκολα,εύκολα,,,
Ευτυχισμένος ο καινούριος χρόνος!,Ευτυχισμένος ο καινούριος χρόνος!,,,
ευτυχώς,ευτυχώς,,,
ευχαριστημένος,"ευχαριστημέν-ος, -η, -ο",,,
εφέ,"εφέ, τα",,,
ζεστός,"ζεστ-ός, -ή, -ό",,,
Ζήσης,"Ζήσης, ο",,,
Να ζήσετε!,Να ζήσετε!,,,
ζυμαρικό,"ζυμαρικό, το",,,
ζωηρός,"ζωηρ-ός, -ή, -ό",,,
ζωντανή μουσική,"ζωντανή μουσική, η",,,
ηλεκτρικά είδη,ηλεκτρικά είδη,,,
ηλεκτροπληξία,"ηλεκτροπληξία, η",,,
ηλικιωμένoς,"ηλικιωμένoς, ο / ηλικωμένη, η",,,
έχει ήλιο,έχει ήλιο,,,
ήπιος,"ήπι-ος, -α, -ο",,,
ήρεμος,"ήρεμ-ος, -η, -ο",,,
Θανάσης,"Θανάσης, ο",,,
θεατής,"θεατής, ο/η",,,
θεατρικό έργο,"θεατρικό έργο, το",,,
θέμα,"θέμα, το",,,
θερμοκρασία,"θερμοκρασία, η",,,
θετικά,θετικά,,,
θήκη,"θήκη, η",,,
Θρησκευτικά,Θρησκευτικά,,,
θυμίζω,θυμίζω,,,
Θωμαή,"Θωμαή, η",,,
ιδέα,"ιδέα, η",,,
ιδιαίτερα,ιδιαίτερα,,,
ίδρυμα,"ίδρυμα, το",,,
ιερός,"ιερ-ός, -ή, -ό",,,
ίσιος,"ίσι-ος, -α, -ο",,,
ιστοσελίδα,"ιστοσελίδα, η",,,
ευκαιρία,"επιθυμώ – ιστορία, η ευκαιρία, η",,,
Ιστορία,"Ιστορία, η",,,
Κavala κάδρο,"Κavala κάδρο, το",,,
κάγκελο,"κάγκελο, το",,,
καθαριστικό,"καθαριστικό, το",,,
καθημερινά,καθημερινά,,,
αυτόν τον καιρό,αυτόν τον καιρό,,,
καίω,καίω,,,
καλά,καλά,,,
κάλαντα,"κάλαντα, τα",,,
καλεσμένος,"καλεσμέν-ος, -η, -ο",,,
καλλιτέχνης,"καλλιτέχνης, ο/η",,,
καλλυντικό,"καλλυντικό, το",,,
καλός,"καλ-ός, -ή, -ό",,,
Καλές γιορτές!,Καλές γιορτές!,,,
Καλή χρονιά!,Καλή χρονιά!,,,
Καλό Πάσχα!,Καλό Πάσχα!,,,
Καλή Ανάσταση!,Καλή Ανάσταση!,,,
Καλή όρεξη!,Καλή όρεξη!,,,
καλαμπόκι,"καλαμπόκι, το",,,
Καλλιόπη,"Καλλιόπη, η",,,
Καμάρα,"Καμάρα, η",,,
κανάλι,"κανάλι, το",,,
να,να,,,
κανονικός,"κανονικ-ός, -ή, -ό",,,
κανονικά,κανονικά,,,
Πόσο κάνει;,Πόσο κάνει;,,,
καρδιολόγος,"καρδιολόγος, ο/η",,,
Κάρμεν,"Κάρμεν, η",,,
καρναβάλι,"καρναβάλι, το",,,
καρύδι,"καρύδι, το",,,
κάστρο,"κάστρο, το",,,
καταιγίδα,"καταιγίδα, η",,,
κατάλληλος,"κατάλληλ-ος, -η, -ο",,,
κατανόηση γραπτού λόγου,"κατανόηση γραπτού λόγου, η",,,
κατανόηση προφορικού λόγου,"κατανόηση προφορικού λόγου, η",,,
καταπληκτικός,"καταπληκτικ-ός, -ή, -ό",,,
καταπληκτικά,καταπληκτικά,,,
κατάστημα,"κατάστημα, το",,,
καταφέρνω,καταφέρνω,,,
κατεβάζω μουσική,κατεβάζω μουσική,,,
Κατερίνα,"Κατερίνα, η",,,
κατηγορία,"κατηγορία, η",,,
Κάτια,"Κάτια, η",,,
κατσαρόλα,"κατσαρόλα, η",,,
κέικ,"κέικ, το",,,
κεφαλαίo γράμμα,"κεφαλαίo γράμμα, το",,,
καφέ,καφέ,,,
κελί,"κελί, το",,,
κεντρικό δελτίο ειδήσεων,κεντρικό δελτίο ειδήσεων,,,
ΚΕΠ (Κέντρο Εξυπηρέτησης Πολιτών),"ΚΕΠ (Κέντρο Εξυπηρέτησης Πολιτών), το",,,
κεραυνός,"κεραυνός, ο",,,
κίνδυνος,"κίνδυνος, ο",,,
κίνηση,"κίνηση, η",,,
κιόλας,κιόλας,,,
κλασικός,"κλασικ-ός, -ή, -ό",,,
κλειδί-λέξη,"κλειδί-λέξη, η",,,
κλειδώνω,κλειδώνω,,,
κλείνω κλείνω,κλείνω κλείνω,,,
κλεισμένος,"κλεισμέν-ος, -η, -ο",,,
κλειστός́́,"κλειστ-ός, ή, -ό",,,
κλέφτης,"κλέφτης, ο / κλέφτρα, η",,,
κλοπή,"κλοπή, η",,,
κλόουν,"κλόουν, ο",,,
κομμάτι,"κομμάτι, το",,,
κοινωνικός,"κοινωνικ-ός, -ή, -ό",,,
κοιτώ,"κοιτώ, κοιτάζω",,,
κολυμβητήριο,"κολυμβητήριο, το",,,
Κομοτηνή,"Κομοτηνή, η",,,
κορυφή,"κορυφή, η",,,
κόσμημα,"κόσμημα, το",,,
κοστίζω,κοστίζω,,,
κουζίνα ηλεκτρική,"κουζίνα ηλεκτρική, η",,,
κουμπάρος,"κουμπάρος, ο",,,
κουμπάρα,"κουμπάρα, η",,,
κουνουπίδι,"κουνουπίδι, το",,,
κουταλιά,"κουταλιά, η",,,
κουράζω,κουράζω,,,
κούραση,"κούραση, η",,,
κουρασμένος,"κουρασμέν-ος, -η, -ο",,,
κουραστικός,"κουραστικ-ός, -ή, -ό",,,
κουρτίνα,"κουρτίνα, η",,,
κρατικός,"κρατικ-ός, -ή, -ό",,,
κρέμα,"κρέμα, η",,,
Κρητικός́́,"Κρητικ-ός́, -ό",,,
κριθάρι,"κριθάρι, το",,,
κρύο,"κρύο, το",,,
κάνει,κάνει/έχει κρύο,,,
κρυώνω,κρυώνω,,,
κτίριο,"κτίριο, το",,,
κυλικείο,"κυλικείο, το",,,
κύμα,"κύμα, το",,,
Κυριάκος,"Κυριάκος, ο",,,
κωμικός,"κωμικ-ός, -ή, -ό",,,
Κωνσταντινούπολη,"Κωνσταντινούπολη, η",,,
Κώστας,"Κώστας, ο",,,
λάθος λάθος,"λάθος, ο λάθος, η, λάθος το",,,
λαϊκή μουσική,"λαϊκή μουσική, η",,,
λαιμός,"λαιμός, ο",,,
Λάρισα,"Λάρισα, η",,,
λάτιν χορός,"λάτιν χορός, ο",,,
λαχανικό,"λαχανικό, το",,,
λειτουργία,"λειτουργία, η",,,
λειτουργώ,λειτουργώ,,,
λειτουργώ λεμόνι,"λειτουργώ λεμόνι, το",,,
λεπτομέρεια,"λεπτομέρεια, η",,,
Λευκός Πύργος,"Λευκός Πύργος, ο",,,
λεφτά,"λεφτά, τα",,,
λήγω,λήγω,,,
ληξιαρχείο,"ληξιαρχείο, το",,,
λίγο,λίγο,,,
Λίνκον Αβραάμ,"Λίνκον Αβραάμ, o",,,
Λίτσα,"Λίτσα, η",,,
λιώνω,λιώνω,,,
λόγια,"λόγια, τα",,,
λογοτεχνία,"λογοτεχνία, η",,,
Λούβρο,"Λούβρο, το",,,
λύση,"λύση, η",,,
μ.μ.,μ.μ.,,,
μα,μα,,,
μαγειρική,"μαγειρική, η",,,
μαζεύω από κάτω,μαζεύω από κάτω,,,
μαζί με,μαζί με,,,
μακάρι,μακάρι,,,
μαλακός,"μαλακ-ός, -ή, -ό",,,
μαλώνω,μαλώνω,,,
μαμά,"μαμά, η",,,
Μανόλης,"Μανόλης, ο",,,
μαντεύω,μαντεύω,,,
μαξιλάρι,"μαξιλάρι, το",,,
Μαίρη,"Μαίρη, η",,,
Μάρθα,"Μάρθα, η",,,
Μαρία,"Μαρία, η",,,
Μαρίνα,"Μαρίνα, η",,,
Μαριάννα,"Μαριάννα, η",,,
Μάριος,"Μάριος, ο",,,
μάρκα αυτοκινήτου,"μάρκα αυτοκινήτου, η",,,
μάρτυρας,"μάρτυρας, ο/η",,,
μάσκα,"μάσκα, η",,,
μάσκα ομορφιάς,"μάσκα ομορφιάς, η",,,
με λένε,με λένε,,,
μεγαλώνω,μεγαλώνω,,,
μέγαρο,"μέγαρο, το",,,
μέλλον,"μέλλον, το",,,
μεζές,"μεζές, ο",,,
μειωμένος,"μειωμέν-ος, -η, -ο",,,
μέσα σε,μέσα σε,,,
μεσημεριανό,"μεσημεριανό, το",,,
μετακίνηση,"μετακίνηση, η",,,
μετακομίζω,μετακομίζω,,,
μεταφέρω,μεταφέρω,,,
μεταφορικό μέσο,"μεταφορικό μέσο, το",,,
μέτριος,"μέτρι-ος, -α, -ο",,,
μήπως,μήπως,,,
μηχανικός,"μηχανικός, ο/η",,,
μικρόφωνο,"μικρόφωνο, το",,,
Μίρκα,"Μίρκα, η",,,
Μιχάλης,"Μιχάλης, ο",,,
μνημείο,"μνημείο, το",,,
μόδα,"μόδα, η",,,
μοναδικός,"μοναδικ-ός, -ή, -ό",,,
μόνο,μόνο,,,
μονόκλινο,"μονόκλινο (δωμάτιο), το",,,
μουσακάς,"μουσακάς, ο",,,
μουσικό κουτί,"μουσικό κουτί, το",,,
μουσικό όργανο,"μουσικό όργανο, το",,,
μπακλαβάς,"μπακλαβάς, ο",,,
Μπάμπης,"Μπάμπης, ο",,,
μπερδεύω,μπερδεύω,,,
μπροστά από,μπροστά από,,,
